x,y
2017-1,0.0
2017-2,1.0
2017-3,0.0
2017-4,0.4
2017-5,0.2
2017-6,0.3333333333333333
2017-7,0.6
2018-1,0.3333333333333333
2018-2,0.25
2018-3,0.3333333333333333
2018-4,0.6
2018-5,0.5
2018-6,0.47368421052631576
2018-7,0.5
2019-1,0.45454545454545453
2019-2,0.08333333333333333
2019-3,0.17647058823529413
2019-4,0.25
2019-5,0.1111111111111111
2019-6,0.6363636363636364
2019-7,0.29411764705882354
2020-1,0.35
2020-2,0.42105263157894735
2020-3,0.4444444444444444
2020-4,0.0
2020-5,0.0
2020-6,0.3333333333333333
2020-7,0.0
2021-1,0.23076923076923078
2021-2,0.47058823529411764
2021-3,0.2631578947368421
2021-4,0.125
2021-5,0.0
2021-6,0.6666666666666666
2021-7,0.25
